,overall_qual_x,gr_liv_area_x,garage_area_x,garage_cars_x,total_bsmt_sf_x,1st_flr_sf_x,year_built_x,year_remod/add_x,full_bath_x,garage_yr_blt_x,mas_vnr_area_x,totrms_abvgrd_x,fireplaces_x,ms_subclass_x,open_porch_sf_x,wood_deck_sf_x,lot_area_x,bsmt_full_bath_x,half_bath_x,2nd_flr_sf_x,bsmt_unf_sf_x,bedroom_abvgr_x,screen_porch_x,overall_cond_x,saleprice_x
1600,8,1504,510.0,2.0,1504.0,1504,2006,2006,2,2006.0,60.0,7,0,20,0,144,10936,0.0,0,0,1504.0,3,0,5,199000
1601,7,1894,510.0,2.0,817.0,824,2002,2003,2,2002.0,44.0,8,1,60,40,0,11316,1.0,1,1070,193.0,4,0,5,214900
1602,8,1278,584.0,2.0,1278.0,1278,2006,2006,2,2006.0,0.0,5,0,20,60,0,8640,0.0,0,0,1254.0,2,0,5,198600
1603,8,2263,420.0,2.0,1141.0,1165,1998,1998,2,1998.0,650.0,10,1,60,123,144,12090,0.0,1,1098,1141.0,4,0,5,258000
1604,7,2787,820.0,4.0,1168.0,1168,2000,2000,4,2000.0,23.0,8,2,90,0,312,7939,2.0,2,1619,348.0,6,0,5,269500
1605,7,1414,403.0,2.0,707.0,707,2002,2002,2,2002.0,0.0,6,1,60,35,100,7750,0.0,1,707,707.0,3,0,5,176000
1606,6,1302,309.0,1.0,1302.0,1302,1964,1991,2,1964.0,108.0,7,0,80,0,333,9350,0.0,0,0,452.0,3,0,7,158000
1607,8,1419,527.0,2.0,408.0,779,2002,2002,2,2002.0,0.0,7,1,80,0,120,7750,1.0,1,640,55.0,3,0,5,184100
1608,6,1220,944.0,2.0,1625.0,1220,1971,1971,2,1971.0,176.0,6,1,20,0,0,13001,0.0,0,0,1012.0,2,0,5,170000
1609,6,1982,501.0,2.0,572.0,1182,1986,1986,2,1986.0,242.0,6,1,80,112,400,13607,1.0,1,800,118.0,3,0,6,208000
1610,6,848,420.0,2.0,848.0,848,2003,2003,1,2003.0,170.0,4,0,120,0,140,4435,1.0,0,0,163.0,1,0,5,140000
1611,8,1648,482.0,2.0,1596.0,1648,2007,2008,2,2007.0,174.0,5,1,120,53,162,3843,1.0,0,0,120.0,2,0,5,230000
1612,8,1337,462.0,2.0,1337.0,1337,1989,1989,2,1989.0,0.0,5,1,120,73,0,5950,1.0,0,0,1018.0,2,0,5,188500
1613,5,1717,410.0,1.0,901.0,1125,1940,1950,1,1940.0,0.0,7,1,50,0,0,12400,0.0,1,592,299.0,2,113,6,194000
1614,5,1104,384.0,1.0,1104.0,1104,1956,1958,1,1956.0,0.0,5,0,20,0,0,10425,1.0,0,0,330.0,3,0,5,133000
1615,5,907,343.0,1.0,907.0,907,1978,1978,1,1978.0,76.0,5,0,20,0,72,16269,0.0,0,0,282.0,3,0,5,140000
1616,7,1652,532.0,2.0,782.0,782,2000,2000,2,2000.0,120.0,6,0,60,70,0,8998,0.0,1,870,255.0,3,0,5,207500
1617,6,2640,515.0,2.0,932.0,1271,1967,1997,2,1967.0,256.0,8,1,60,120,0,10400,0.0,1,1369,932.0,5,168,7,256900
1618,5,1034,240.0,1.0,735.0,735,1940,1950,1,1940.0,0.0,5,0,50,39,0,10134,0.0,0,299,735.0,2,0,6,109000
1619,5,1513,400.0,2.0,0.0,1513,1979,1979,2,1979.0,0.0,8,0,90,0,0,7007,0.0,0,0,0.0,4,0,5,113722
1620,8,1498,844.0,3.0,1498.0,1498,2005,2006,2,2005.0,76.0,7,1,20,98,144,11645,0.0,0,0,1474.0,3,0,5,237000
1621,5,1053,692.0,2.0,1053.0,1053,1963,1963,1,1994.0,0.0,6,0,20,0,240,8250,1.0,0,0,765.0,3,109,7,142100
1622,6,1293,452.0,2.0,1178.0,1293,1954,1954,2,1954.0,28.0,5,0,20,0,280,11027,1.0,0,0,171.0,2,0,5,149900
1623,9,2020,896.0,3.0,2020.0,2020,2008,2008,2,2008.0,450.0,7,1,20,98,192,12350,1.0,0,0,788.0,3,0,5,404000
1624,7,2448,441.0,2.0,1438.0,1900,1962,1998,3,1962.0,0.0,9,2,60,102,520,18275,1.0,0,548,802.0,3,0,8,277500
1625,6,1732,476.0,2.0,741.0,977,1985,1985,2,1985.0,336.0,7,1,60,46,192,9206,0.0,1,755,741.0,3,0,5,178000
1626,8,1324,550.0,2.0,1324.0,1324,2006,2006,2,2006.0,176.0,6,1,120,38,192,6240,1.0,0,0,461.0,2,0,5,254000
1627,2,832,780.0,2.0,678.0,832,1923,1970,1,1928.0,0.0,5,1,30,0,0,9656,0.0,0,0,678.0,2,0,2,12789
1628,7,1253,402.0,2.0,1237.0,1253,1995,1996,2,1995.0,38.0,6,1,20,21,220,7875,0.0,0,0,1237.0,3,0,5,176000
1629,9,2596,840.0,3.0,1249.0,1249,2006,2006,3,2006.0,370.0,9,0,60,154,240,16259,0.0,1,1347,1249.0,4,0,5,342643
1630,5,902,288.0,1.0,876.0,902,1967,1967,1,1967.0,75.0,6,0,20,0,0,6173,0.0,0,0,277.0,3,0,6,125500
1631,6,1495,438.0,2.0,1495.0,1495,1989,1989,2,1989.0,128.0,8,1,20,0,252,12890,0.0,0,0,1495.0,3,0,5,150000
1632,8,1584,594.0,2.0,1574.0,1584,2007,2007,2,2007.0,0.0,6,1,20,256,0,10440,0.0,0,0,1574.0,2,0,5,261329
1633,7,1080,0.0,0.0,1080.0,1080,2004,2005,1,1980.0,120.0,6,0,20,0,0,7500,1.0,0,0,400.0,3,0,5,141000
1634,4,1647,280.0,1.0,1105.0,1647,1953,1953,1,1953.0,0.0,6,1,20,0,225,9532,1.0,0,0,156.0,3,0,6,153000
1635,7,1258,648.0,3.0,1258.0,1258,2006,2007,2,2007.0,72.0,6,1,120,16,144,3922,0.0,0,0,1258.0,2,0,5,172500
1636,6,1396,384.0,1.0,698.0,698,1915,2003,1,2003.0,0.0,7,0,70,0,0,8730,0.0,0,698,698.0,3,259,7,153575
1637,5,1001,216.0,1.0,837.0,1001,1930,2007,1,1930.0,0.0,5,0,30,0,154,6060,0.0,0,0,100.0,2,0,9,124900
1638,9,2121,732.0,3.0,2121.0,2121,2006,2007,2,2007.0,315.0,8,1,20,98,124,14450,0.0,1,0,2121.0,3,142,5,415298
1639,6,1480,207.0,1.0,972.0,1044,1920,1950,1,1920.0,0.0,6,0,50,0,0,5400,0.0,0,0,972.0,3,0,6,119000
1640,8,1588,825.0,3.0,1588.0,1588,2006,2006,2,2006.0,410.0,7,1,20,45,144,10000,0.0,0,0,1588.0,3,0,5,227000
1641,5,1053,312.0,1.0,1053.0,1053,1959,2006,1,1959.0,54.0,5,0,20,0,0,10007,1.0,1,0,247.0,3,0,7,145500
1642,3,492,200.0,1.0,492.0,492,1921,1950,1,1921.0,0.0,3,0,30,0,0,7830,1.0,0,0,76.0,1,0,5,61500
1643,7,1851,506.0,2.0,1851.0,1851,1969,1969,2,1969.0,434.0,8,1,20,146,0,11727,0.0,0,0,1851.0,3,0,6,192100
1644,6,1403,308.0,1.0,698.0,754,1915,1965,1,1915.0,0.0,7,0,190,0,0,10320,1.0,1,649,160.0,3,0,7,116000
1645,6,1138,264.0,1.0,588.0,1138,1958,1958,1,1958.0,63.0,6,0,80,0,224,10482,0.0,0,0,81.0,3,0,8,145000
1646,9,2452,886.0,3.0,2452.0,2452,2003,2003,2,2003.0,724.0,10,1,20,116,0,15274,2.0,0,0,480.0,3,0,5,445000
1647,5,1040,484.0,2.0,1040.0,1040,1977,2008,2,1977.0,0.0,5,0,20,0,0,8800,0.0,0,0,364.0,3,288,7,150500
1648,6,1655,440.0,2.0,763.0,763,1993,1994,2,1993.0,0.0,7,1,60,84,157,10000,0.0,1,892,763.0,3,0,5,175900
1649,6,1116,528.0,2.0,1116.0,1116,1974,1974,2,1974.0,196.0,6,1,20,0,0,10140,1.0,0,0,228.0,3,0,6,167900
1650,7,1863,660.0,3.0,879.0,879,2006,2006,2,2006.0,0.0,9,1,60,17,100,14054,0.0,1,984,879.0,4,0,5,219210
1651,6,1845,462.0,2.0,1055.0,1055,1992,1992,2,1992.0,0.0,8,1,60,104,635,11218,0.0,1,790,1055.0,3,0,5,189000
1652,5,1176,292.0,1.0,1176.0,1176,1957,1957,1,1957.0,143.0,6,2,20,88,0,8856,1.0,0,0,503.0,3,95,4,136500
1653,5,892,416.0,1.0,864.0,892,1966,2008,1,1966.0,47.0,5,0,20,0,0,7800,1.0,0,0,150.0,3,0,7,137900
1654,5,1022,280.0,1.0,1022.0,1022,1910,2006,1,1956.0,0.0,4,0,30,30,0,7200,1.0,0,0,310.0,2,0,4,85000
1655,5,2136,528.0,2.0,2136.0,2136,1951,1951,2,1951.0,44.0,7,0,20,30,0,10680,0.0,0,0,1380.0,4,0,3,137900
1656,6,1604,472.0,2.0,926.0,926,1998,1998,2,1998.0,0.0,7,0,60,82,100,9535,0.0,1,678,75.0,3,0,5,195500
1657,6,1647,216.0,1.0,806.0,841,1915,1950,1,1920.0,0.0,6,0,70,66,0,6858,1.0,1,806,806.0,4,0,4,128000
1658,5,864,420.0,1.0,864.0,864,1961,2007,1,1962.0,0.0,5,1,20,0,132,8100,1.0,0,0,100.0,3,0,8,135000
1659,5,1076,576.0,2.0,1076.0,1076,1975,1975,1,1985.0,176.0,5,1,20,0,0,9216,0.0,1,0,782.0,3,0,6,143195
1660,5,935,308.0,1.0,742.0,779,1930,1960,1,1988.0,0.0,4,0,40,0,0,9100,0.0,0,0,742.0,2,0,6,79500
1661,7,1663,478.0,2.0,835.0,835,2003,2004,2,2003.0,95.0,8,0,60,68,168,12774,0.0,1,828,835.0,3,0,5,192500
1662,5,1328,308.0,1.0,768.0,768,1950,1970,1,1950.0,0.0,6,0,50,12,0,6000,0.0,1,560,384.0,3,0,7,129500
1663,6,1572,373.0,2.0,806.0,806,1995,1996,2,1995.0,0.0,7,1,60,40,0,10364,0.0,1,766,806.0,3,0,5,168000
1664,6,1342,240.0,1.0,739.0,874,1939,1950,2,1939.0,0.0,7,1,50,0,0,6000,0.0,0,468,475.0,2,0,5,105000
1665,6,981,576.0,2.0,981.0,981,1971,1971,1,1979.0,0.0,5,0,20,312,0,10530,1.0,1,0,664.0,3,0,5,143250
1666,5,1099,352.0,1.0,1099.0,1099,1995,2006,1,1999.0,0.0,6,0,20,0,278,9525,0.0,1,0,1099.0,3,0,6,144000
1667,7,2110,463.0,2.0,948.0,1222,1994,2002,2,1994.0,0.0,8,2,60,130,0,8880,1.0,1,888,253.0,3,0,5,205000
1668,6,1026,528.0,2.0,970.0,1026,1974,1974,1,1974.0,0.0,5,1,85,0,193,8410,1.0,0,0,46.0,2,0,6,143000
1669,9,1419,588.0,2.0,1419.0,1419,2001,2001,1,2001.0,0.0,5,1,120,58,155,4385,1.0,1,0,455.0,2,0,5,290000
1670,9,2364,820.0,3.0,2330.0,2364,2009,2010,2,2009.0,760.0,11,2,20,67,0,12919,1.0,1,0,142.0,2,0,5,611657
1671,5,1040,576.0,2.0,1040.0,1040,1996,1996,1,2000.0,0.0,6,0,20,0,168,12464,1.0,0,0,308.0,3,0,5,152000
1672,8,1280,506.0,2.0,1280.0,1280,1992,1992,2,1992.0,0.0,5,0,120,82,0,5005,0.0,0,0,1017.0,2,144,5,191500
1673,8,2473,852.0,3.0,1143.0,1143,2004,2005,2,2004.0,344.0,9,1,60,151,192,9591,0.0,1,1330,1143.0,4,0,5,317000
1674,7,1302,224.0,1.0,680.0,798,1940,1998,1,1940.0,0.0,6,2,50,0,0,6960,0.0,1,504,422.0,2,126,8,165250
1675,5,1092,264.0,1.0,1092.0,1092,1966,1966,1,1966.0,0.0,6,0,20,0,259,9825,0.0,0,0,483.0,3,161,5,123000
1676,6,1188,621.0,2.0,988.0,1188,1956,1956,1,1956.0,0.0,4,1,20,89,102,14175,1.0,0,0,212.0,1,0,8,185000
1677,7,1045,528.0,2.0,1045.0,1045,1962,1962,1,1962.0,0.0,6,0,20,0,0,7400,1.0,0,0,236.0,3,0,6,120000
1678,6,1093,484.0,2.0,1093.0,1093,1966,1966,2,1966.0,0.0,6,1,20,0,224,10738,1.0,0,0,301.0,3,0,7,158500
1679,6,1640,520.0,2.0,798.0,798,2004,2004,2,2004.0,0.0,6,0,60,45,138,8366,0.0,1,842,798.0,3,0,5,173000
1680,4,1224,462.0,2.0,0.0,1224,1962,1962,2,1962.0,0.0,6,0,90,0,0,9842,0.0,0,0,0.0,2,0,5,101800
1681,7,1135,576.0,2.0,560.0,575,1936,2007,1,1971.0,0.0,6,0,70,0,256,7200,1.0,0,560,0.0,3,0,9,155000
1682,5,1078,264.0,1.0,1054.0,1078,1925,1950,1,1987.0,0.0,6,0,30,0,0,10230,0.0,0,0,1054.0,3,112,7,125000
1683,4,968,331.0,1.0,0.0,968,1956,1956,1,1956.0,1.0,5,0,20,0,0,8626,0.0,0,0,0.0,2,0,6,104500
1684,9,2224,738.0,3.0,1462.0,1462,2004,2005,2,2004.0,216.0,10,1,60,0,184,8834,1.0,1,762,292.0,4,0,5,350000
1685,3,1040,400.0,2.0,0.0,1040,1950,1950,2,1949.0,0.0,6,0,90,0,0,8544,0.0,0,0,0.0,2,0,4,93500
1686,7,1790,588.0,2.0,873.0,882,1999,1999,2,1999.0,158.0,7,0,60,88,0,9179,1.0,1,908,240.0,3,0,5,193000
1687,6,2555,672.0,2.0,588.0,1423,1922,1994,2,1993.0,0.0,11,1,70,0,431,11526,0.0,0,748,588.0,3,0,7,191000
1688,6,813,270.0,1.0,813.0,813,1930,2005,1,1932.0,0.0,5,0,30,113,0,5684,0.0,0,0,813.0,2,0,8,110000
1689,8,1872,531.0,2.0,1299.0,1299,2001,2001,2,2001.0,108.0,7,1,60,122,160,11885,1.0,1,573,309.0,3,0,5,261500
1690,5,1050,338.0,1.0,1050.0,1050,1956,1956,1,1956.0,0.0,5,0,20,0,0,9600,0.0,0,0,546.0,2,0,6,128900
1691,9,3500,959.0,3.0,1733.0,1933,1993,1994,3,1993.0,738.0,11,1,60,86,870,17242,1.0,1,1567,48.0,4,210,5,584500
1692,4,948,248.0,1.0,864.0,948,1954,1954,1,1954.0,132.0,5,0,20,0,0,10215,0.0,0,0,372.0,3,0,5,111000
1693,5,1316,576.0,2.0,750.0,960,1926,1950,1,1965.0,0.0,7,0,50,0,0,8550,0.0,0,356,750.0,4,0,5,90000
1694,6,2380,596.0,2.0,1021.0,1465,1965,1979,2,1965.0,113.0,7,1,60,265,0,18450,0.0,1,915,111.0,3,0,5,129000
1695,6,1640,924.0,2.0,1296.0,1640,1954,2006,1,1993.0,72.0,7,1,20,0,108,14778,1.0,0,0,568.0,3,0,7,224000
1696,6,1200,480.0,2.0,600.0,600,2005,2005,2,2005.0,0.0,5,0,160,166,0,3180,1.0,1,600,210.0,2,0,5,165000
1697,6,1324,180.0,1.0,662.0,662,1920,1993,1,1920.0,0.0,6,0,70,0,0,3068,0.0,0,662,662.0,3,0,8,122000
1698,8,1564,502.0,2.0,1546.0,1564,2006,2007,2,2207.0,0.0,6,1,20,0,132,8298,0.0,0,0,963.0,2,0,5,267300
1699,9,3140,820.0,3.0,1926.0,1966,2008,2009,3,2009.0,860.0,11,2,60,78,144,13518,0.0,1,1174,1926.0,4,0,5,485000
1700,6,2486,576.0,2.0,1595.0,1611,1962,1962,2,1962.0,0.0,8,1,50,0,0,33120,0.0,0,875,1595.0,5,0,5,220000
1701,6,1771,600.0,2.0,864.0,872,1997,1997,2,1997.0,128.0,6,0,60,96,0,13142,1.0,1,899,176.0,3,0,5,215700
1702,8,1836,862.0,3.0,1836.0,1836,2004,2005,2,2004.0,42.0,7,1,20,185,125,11362,1.0,0,0,797.0,3,0,5,280000
1703,8,1575,732.0,3.0,1603.0,1575,2003,2004,2,2003.0,504.0,7,1,20,28,216,10845,1.0,0,0,454.0,2,0,5,284000
1704,4,630,0.0,0.0,630.0,630,1970,1970,1,1980.0,0.0,3,0,180,0,0,1936,1.0,0,0,0.0,1,0,6,84500
1705,6,1395,440.0,2.0,1395.0,1395,1963,1984,1,1963.0,218.0,7,1,20,0,657,9760,1.0,0,0,415.0,2,240,7,192000
1706,7,1004,200.0,1.0,502.0,502,1930,1950,1,1930.0,0.0,5,1,70,0,280,3960,0.0,0,502,502.0,2,0,8,105000
1707,7,1836,484.0,2.0,1860.0,1836,2004,2005,2,2004.0,0.0,8,1,20,33,120,9100,0.0,0,0,1836.0,3,0,5,216837
1708,5,1496,450.0,2.0,1296.0,1496,1960,1960,2,1960.0,203.0,6,0,20,22,0,9600,0.0,0,0,638.0,3,0,6,141500
1709,5,894,450.0,2.0,894.0,894,1967,2003,1,1967.0,0.0,5,0,20,0,0,9764,1.0,0,0,192.0,3,0,7,130000
1710,5,1040,0.0,0.0,1040.0,1040,1978,1978,2,1980.0,136.0,5,0,20,0,0,8430,0.0,0,0,424.0,3,0,5,124000
1711,5,1828,480.0,2.0,859.0,942,1923,1999,2,1980.0,0.0,6,0,70,0,174,9060,0.0,0,886,311.0,3,0,6,150909
1712,5,1008,280.0,1.0,1008.0,1008,1952,2003,1,1952.0,0.0,4,0,20,154,0,12778,1.0,0,0,350.0,2,0,6,139500
1713,4,864,528.0,2.0,864.0,864,1955,1955,1,1996.0,0.0,5,0,20,0,196,8172,1.0,0,0,182.0,3,0,5,79275
1714,8,1484,472.0,2.0,1476.0,1484,2006,2006,2,2006.0,32.0,6,1,20,33,120,9037,0.0,0,0,1048.0,2,0,5,265900
1715,6,790,160.0,1.0,768.0,790,1930,1950,1,1925.0,0.0,4,0,30,141,0,6292,0.0,0,0,384.0,2,0,5,91000
1716,5,1934,567.0,2.0,1122.0,946,1977,1977,2,1977.0,157.0,6,1,60,176,0,11900,1.0,1,988,722.0,3,200,6,185000
1717,5,1150,300.0,1.0,1150.0,1150,1959,1959,1,1959.0,0.0,6,0,20,0,0,7945,1.0,0,0,465.0,3,0,6,141000
1718,8,2152,728.0,2.0,1582.0,1582,2007,2008,2,2007.0,0.0,7,1,60,368,0,16659,0.0,1,570,1582.0,3,0,5,260116
1719,4,672,234.0,1.0,672.0,672,1941,1950,1,1941.0,0.0,4,0,30,113,0,9340,1.0,0,0,328.0,2,0,6,113000
1720,8,1511,811.0,3.0,1401.0,1511,1995,1995,2,1995.0,302.0,6,1,80,42,168,11454,1.0,0,0,631.0,3,0,5,225000
1721,5,793,240.0,1.0,793.0,793,1945,1950,1,1945.0,0.0,4,0,30,0,0,8480,1.0,0,0,93.0,2,0,6,113000
1722,6,1096,352.0,1.0,1008.0,1096,1975,1975,1,1975.0,0.0,5,1,80,0,0,6305,1.0,0,0,480.0,3,0,6,125200
1723,8,2100,786.0,3.0,918.0,958,2007,2007,2,2007.0,120.0,8,2,60,104,172,9709,1.0,1,1142,140.0,3,0,5,319500
1724,5,1558,288.0,1.0,913.0,1048,1945,1950,1,1962.0,0.0,6,1,50,0,0,10930,1.0,1,510,333.0,3,0,6,140000
1725,6,1650,518.0,2.0,1632.0,1650,1958,1958,1,1958.0,0.0,6,2,20,0,0,50102,1.0,0,0,723.0,2,138,5,250764
1726,8,2088,656.0,3.0,948.0,948,2007,2007,2,2007.0,108.0,10,1,60,24,100,8899,0.0,1,1140,908.0,4,0,5,250000
1727,6,1536,400.0,2.0,768.0,768,2005,2006,2,2005.0,0.0,6,1,60,38,100,10237,0.0,1,768,768.0,3,0,5,176000
1728,6,1721,464.0,2.0,1331.0,1721,1957,1969,1,1957.0,289.0,8,3,20,0,0,9736,0.0,0,0,525.0,4,0,6,174850
1729,6,1548,440.0,2.0,804.0,804,1978,1978,2,1978.0,0.0,7,1,160,0,108,2364,0.0,1,744,484.0,3,0,5,147000
1730,6,918,264.0,1.0,918.0,918,1979,1979,2,1979.0,0.0,5,1,120,0,28,7892,0.0,0,0,918.0,2,0,5,99500
1731,9,2690,864.0,3.0,1365.0,1365,2009,2009,2,2009.0,0.0,8,1,60,197,0,12350,1.0,1,1325,379.0,3,0,5,398800
1732,6,1647,460.0,2.0,953.0,953,1999,2000,2,1999.0,0.0,7,1,60,40,0,7917,0.0,1,694,953.0,3,0,5,175000
1733,5,825,350.0,1.0,825.0,825,1954,1954,1,1954.0,0.0,4,0,20,0,0,7200,0.0,0,0,825.0,2,0,7,109500
1734,6,1657,484.0,2.0,1657.0,1657,1970,1970,2,1970.0,0.0,7,1,20,0,0,12155,0.0,0,0,420.0,3,147,3,163500
1735,4,788,0.0,0.0,788.0,788,1941,1950,1,1980.0,0.0,4,2,30,0,0,7446,0.0,0,0,522.0,2,0,5,100000
1736,8,2826,888.0,3.0,1334.0,1520,1992,1993,2,1992.0,692.0,9,3,60,208,177,11025,1.0,1,1306,216.0,3,0,5,334000
1737,5,864,280.0,1.0,864.0,864,1968,1968,1,1969.0,0.0,4,0,20,0,226,7832,1.0,0,0,89.0,2,0,5,137250
1738,7,2462,576.0,2.0,1392.0,1392,2005,2006,2,2006.0,456.0,9,1,60,132,239,19378,1.0,1,1070,1335.0,4,0,5,320000
1739,5,1287,576.0,2.0,1063.0,1287,1959,2006,1,1997.0,0.0,7,1,20,17,364,9830,1.0,0,0,733.0,3,182,7,162000
1740,7,1478,484.0,2.0,1470.0,1478,2009,2009,2,2009.0,432.0,7,1,20,144,0,4403,1.0,1,0,892.0,2,0,5,222000
1741,7,1342,393.0,2.0,698.0,698,2003,2003,2,2003.0,0.0,7,1,60,56,100,8174,1.0,1,644,204.0,3,0,5,178000
1742,5,804,240.0,1.0,788.0,804,1940,1992,1,1940.0,294.0,4,2,30,0,0,7200,1.0,0,0,278.0,2,0,7,119000
1743,5,1812,264.0,1.0,864.0,876,1962,1962,2,1962.0,288.0,8,1,60,168,0,7590,0.0,0,936,324.0,4,0,5,169500
1744,7,2256,554.0,2.0,952.0,980,2000,2000,2,2000.0,0.0,8,1,60,54,224,8795,0.0,1,1276,652.0,4,0,5,236000
1745,8,1648,525.0,2.0,1596.0,1648,2007,2008,2,2007.0,186.0,5,1,120,53,162,3843,1.0,0,0,120.0,2,0,5,294464
1746,6,2112,576.0,2.0,952.0,1092,1969,1969,2,1969.0,0.0,9,2,60,0,280,11075,0.0,1,1020,176.0,4,0,5,206900
1747,7,2084,618.0,2.0,956.0,956,2004,2004,2,2004.0,0.0,8,0,60,45,0,10142,1.0,1,1128,300.0,4,0,5,233000
1748,6,1032,280.0,1.0,1032.0,1032,1924,1950,1,1995.0,0.0,5,0,30,0,0,7741,0.0,0,0,817.0,2,0,5,108000
1749,6,1470,420.0,2.0,680.0,680,1995,1996,2,1995.0,119.0,7,1,60,49,192,8139,0.0,1,790,204.0,3,0,5,165000
1750,5,1040,748.0,2.0,1040.0,1040,1977,1977,1,1977.0,0.0,5,0,20,0,0,8982,0.0,1,0,501.0,3,0,5,134900
1751,5,884,240.0,1.0,884.0,884,1939,1950,1,1939.0,0.0,5,0,45,0,0,6120,0.0,0,0,884.0,2,0,7,113000
1752,5,1097,242.0,1.0,1097.0,1097,1996,1996,1,1996.0,0.0,6,0,20,0,306,16561,1.0,1,0,548.0,3,0,5,147900
1753,5,864,0.0,0.0,864.0,864,1922,1950,1,1980.0,0.0,4,0,30,96,0,4060,0.0,0,0,864.0,2,0,8,99900
1754,6,1456,460.0,2.0,855.0,855,1975,1975,2,1975.0,0.0,7,0,160,0,0,2308,0.0,1,601,275.0,4,0,6,143000
1755,6,1176,528.0,2.0,816.0,816,1934,1950,1,1985.0,0.0,6,1,50,0,112,6240,0.0,0,0,816.0,3,0,6,114500
1756,5,941,288.0,1.0,912.0,941,1967,1967,1,1967.0,0.0,6,1,20,0,64,8789,0.0,0,0,253.0,3,0,6,129200
1757,8,1652,482.0,2.0,1600.0,1652,2008,2008,2,2008.0,186.0,5,1,120,53,162,5587,1.0,0,0,120.0,2,0,5,392500
1758,7,2340,252.0,1.0,1152.0,1188,1941,2006,2,1941.0,0.0,9,2,70,60,0,9042,0.0,0,1152,877.0,4,0,9,266500
1759,7,1382,396.0,2.0,384.0,751,1998,1998,2,1998.0,0.0,7,1,80,0,256,8923,0.0,1,631,195.0,3,0,5,177500
1760,5,1008,384.0,1.0,1008.0,1008,1968,1968,1,1968.0,182.0,6,0,20,0,144,12518,0.0,0,0,476.0,3,0,7,139500
1761,6,1396,440.0,2.0,608.0,608,2007,2007,2,2007.0,0.0,6,1,60,36,100,11069,0.0,1,788,608.0,3,0,5,170000
1762,6,2154,539.0,2.0,845.0,845,1964,1997,2,1964.0,306.0,8,1,60,0,0,8800,0.0,1,1309,431.0,5,161,7,224500
1763,8,2400,730.0,3.0,1082.0,1105,2003,2004,3,2003.0,186.0,10,1,60,40,114,13262,0.0,1,1295,1082.0,4,0,5,290000
1764,7,1818,240.0,1.0,1040.0,1226,1931,1950,1,1951.0,600.0,7,2,50,0,0,7758,0.0,1,592,816.0,4,184,4,169500
1765,7,1710,550.0,2.0,1710.0,1710,2004,2005,2,2004.0,108.0,7,1,20,48,100,12118,0.0,0,0,1710.0,3,180,5,240000
1766,5,1150,288.0,1.0,1078.0,1150,1955,1955,1,1955.0,176.0,6,0,20,0,0,9600,1.0,0,0,710.0,2,175,6,144000
1767,6,1977,540.0,2.0,816.0,1127,1964,1978,1,1964.0,272.0,9,1,60,52,0,9500,0.0,1,850,374.0,4,0,6,165000
1768,6,1332,542.0,2.0,1332.0,1332,1990,1991,2,1990.0,0.0,5,0,120,60,0,7175,0.0,0,0,1332.0,2,0,5,145000
1769,5,1298,504.0,2.0,1250.0,1298,1964,1964,2,1964.0,0.0,5,0,20,144,0,11200,0.0,0,0,1250.0,3,0,3,114000
1770,8,1973,895.0,3.0,1935.0,1973,2006,2006,2,2006.0,375.0,9,1,20,45,315,14226,0.0,0,0,1935.0,3,0,5,395000
1771,6,1092,440.0,2.0,525.0,525,1973,1973,1,1973.0,514.0,6,0,160,0,0,2760,0.0,1,567,525.0,3,0,5,105500
1772,8,1916,741.0,3.0,1049.0,1036,1998,1999,2,1998.0,0.0,8,1,60,70,0,11050,1.0,1,880,434.0,3,0,5,254900
1773,5,1238,357.0,1.0,864.0,1238,1950,1950,1,1950.0,0.0,6,1,20,171,0,7200,0.0,1,0,432.0,3,0,3,102000
1774,7,1840,622.0,2.0,944.0,944,2001,2001,2,2001.0,0.0,6,0,60,45,0,12420,1.0,1,896,278.0,3,0,5,230000
1775,5,1513,180.0,1.0,939.0,939,1920,2004,1,1933.0,0.0,8,0,70,0,24,6120,0.0,1,574,939.0,4,0,8,137500
1776,5,1143,288.0,1.0,1008.0,1143,1928,1983,1,1992.0,0.0,5,1,30,0,265,7111,0.0,0,0,329.0,2,0,7,138000
1777,6,1338,576.0,2.0,520.0,1338,1983,1983,1,1983.0,100.0,5,1,80,0,0,19255,0.0,1,0,0.0,2,0,5,156500
1778,4,864,463.0,2.0,864.0,864,1970,1970,1,1994.0,0.0,5,0,20,0,0,8120,0.0,0,0,673.0,3,0,7,124500
1779,7,1969,534.0,2.0,808.0,1161,1977,1977,2,1977.0,0.0,8,1,60,0,0,11952,0.0,1,808,808.0,3,276,6,190000
1780,7,1266,388.0,2.0,1266.0,1266,2007,2007,2,2007.0,16.0,6,1,20,16,100,3182,0.0,0,0,1266.0,2,0,5,159895
1781,5,2601,621.0,2.0,612.0,990,1921,1998,3,1998.0,0.0,8,0,70,0,183,9842,0.0,1,1611,612.0,4,0,6,189000
1782,5,912,0.0,0.0,912.0,912,1964,1964,1,1980.0,0.0,6,0,20,0,0,8020,0.0,0,0,268.0,3,0,6,124000
1783,5,1392,528.0,2.0,1392.0,1392,1957,1996,1,1957.0,180.0,5,1,20,0,0,11341,1.0,1,0,90.0,3,95,6,121500
1784,5,1824,484.0,2.0,1824.0,1824,1957,1957,2,1958.0,0.0,9,0,90,0,0,12436,0.0,0,0,1824.0,5,0,5,146000
